Z,Period,Group,EN,CR,CM_type,CM_morph,MS2_morph,CP_morph,SSA,C,PW,CD,Cs,Cation_H,Cation_K,Cation_Li,Cation_Na,Anion_OH,Anion_SO4
28,4,10,1.91,1.17,0,0,0,0,66.5,6,0.45,8,47.8,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
28,4,10,1.91,1.17,0,0,0,0,66.5,6,0.45,10,28.8,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
28,4,10,1.91,1.17,0,0,2,0,11.41,2,0.6,1,1355,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
28,4,10,1.91,1.17,0,0,2,0,11.41,2,0.6,2,1240,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
28,4,10,1.91,1.17,0,0,2,0,11.41,2,0.6,5,1133,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
28,4,10,1.91,1.17,0,0,2,0,11.41,2,0.6,10,1050,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
28,4,10,1.91,1.17,0,0,2,0,11.41,2,0.6,15,1000,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
28,4,10,1.91,1.17,0,0,2,0,11.41,2,0.6,20,967,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
28,4,10,1.91,1.17,2,4,3,2,46,6,0.5,1,1443,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
28,4,10,1.91,1.17,2,4,3,2,46,6,0.5,2,1027,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
28,4,10,1.91,1.17,2,4,3,2,46,6,0.5,5,729,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
28,4,10,1.91,1.17,2,4,3,2,46,6,0.5,10,475,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
28,4,10,1.91,1.17,2,4,3,2,46,6,0.5,20,239,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
28,4,10,1.91,1.17,2,4,3,2,126,6,0.5,1,1652,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
28,4,10,1.91,1.17,2,4,3,2,126,6,0.5,2,1155,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
28,4,10,1.91,1.17,2,4,3,2,126,6,0.5,5,926,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
28,4,10,1.91,1.17,2,4,3,2,126,6,0.5,10,768,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
28,4,10,1.91,1.17,2,4,3,2,126,6,0.5,20,594,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
28,4,10,1.91,1.17,2,4,3,2,111,6,0.5,1,1467,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
28,4,10,1.91,1.17,2,4,3,2,111,6,0.5,2,1061,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
28,4,10,1.91,1.17,2,4,3,2,111,6,0.5,5,864,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
28,4,10,1.91,1.17,2,4,3,2,111,6,0.5,10,684,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
28,4,10,1.91,1.17,2,4,3,2,111,6,0.5,20,406,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
28,4,10,1.91,1.17,2,4,3,2,87,6,0.5,1,1362,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
28,4,10,1.91,1.17,2,4,3,2,87,6,0.5,2,968,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
28,4,10,1.91,1.17,2,4,3,2,87,6,0.5,5,734,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
28,4,10,1.91,1.17,2,4,3,2,87,6,0.5,10,556,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
28,4,10,1.91,1.17,2,4,3,2,87,6,0.5,20,345,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
28,4,10,1.91,1.17,3,3,4,4,43.478,2,0.5,0.5,901,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
28,4,10,1.91,1.17,3,3,4,4,43.478,2,0.5,1,895,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
28,4,10,1.91,1.17,3,3,4,4,43.478,2,0.5,2,848,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
28,4,10,1.91,1.17,3,3,4,4,43.478,2,0.5,3,800,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
28,4,10,1.91,1.17,3,3,4,4,43.478,2,0.5,4,736,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
28,4,10,1.91,1.17,3,3,4,4,43.478,2,0.5,5,672,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
28,4,10,1.91,1.17,3,3,4,4,52.204,2,0.5,0.5,1573,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
28,4,10,1.91,1.17,3,3,4,4,52.204,2,0.5,1,1430,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
28,4,10,1.91,1.17,3,3,4,4,52.204,2,0.5,2,1251,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
28,4,10,1.91,1.17,3,3,4,4,52.204,2,0.5,3,1128,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
28,4,10,1.91,1.17,3,3,4,4,52.204,2,0.5,4,1024,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
28,4,10,1.91,1.17,3,3,4,4,52.204,2,0.5,5,930,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
28,4,10,1.91,1.17,3,3,4,4,37.656,2,0.5,0.5,729,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
28,4,10,1.91,1.17,3,3,4,4,37.656,2,0.5,1,678,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
28,4,10,1.91,1.17,3,3,4,4,37.656,2,0.5,2,614,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
28,4,10,1.91,1.17,3,3,4,4,37.656,2,0.5,3,549,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
28,4,10,1.91,1.17,3,3,4,4,37.656,2,0.5,4,478,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
28,4,10,1.91,1.17,3,3,4,4,37.656,2,0.5,5,419,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
28,4,10,1.91,1.17,3,3,5,3,18,2,0.4,1,1707.5,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
28,4,10,1.91,1.17,3,3,5,3,18,2,0.4,10,701.25,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
28,4,10,1.91,1.17,3,3,5,3,24,2,0.4,1,1843.25,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
28,4,10,1.91,1.17,3,3,5,3,24,2,0.4,2,1742.75,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
28,4,10,1.91,1.17,3,3,5,3,24,2,0.4,3,1661,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
28,4,10,1.91,1.17,3,3,5,3,24,2,0.4,5,1537,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
28,4,10,1.91,1.17,3,3,5,3,24,2,0.4,7,1414.25,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
28,4,10,1.91,1.17,3,3,5,3,24,2,0.4,10,1280.25,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
28,4,10,1.91,1.17,3,3,5,3,24,2,0.4,15,1121.5,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
40,5,4,1.33,1.64,0,0,0,0,32,2,0.65,1,813.5,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
40,5,4,1.33,1.64,0,0,0,0,32,2,0.65,2,638,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
40,5,4,1.33,1.64,0,0,0,0,32,2,0.65,3,515,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
42,5,6,2.16,1.46,0,0,2,0,24,6,1,1,216,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
42,5,6,2.16,1.46,0,0,2,0,24,6,1,2,160,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
42,5,6,2.16,1.46,0,0,2,0,24,6,1,3,140,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
42,5,6,2.16,1.46,0,0,2,0,24,6,1,4,121,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
42,5,6,2.16,1.46,0,0,2,0,24,6,1,5,109,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
42,5,6,2.16,1.46,0,0,2,0,24,6,1,7,86,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
42,5,6,2.16,1.46,0,0,2,0,58.2,2,0.5,1,116.8,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
42,5,6,2.16,1.46,0,0,2,0,58.2,2,0.5,2,102,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
42,5,6,2.16,1.46,0,0,2,0,58.2,2,0.5,5,72,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
42,5,6,2.16,1.46,0,0,2,0,58.2,2,0.5,10,44,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
42,5,6,2.16,1.46,0,0,2,0,12.7,1,0.5,1,100,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
42,5,6,2.16,1.46,0,0,2,0,12.7,1,0.5,2,89,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
42,5,6,2.16,1.46,0,0,2,0,12.7,1,0.5,3,83,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
42,5,6,2.16,1.46,0,0,2,0,12.7,1,0.5,5,77,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
42,5,6,2.16,1.46,0,0,2,0,12.7,1,0.5,7,72,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
42,5,6,2.16,1.46,0,0,2,0,12.7,1,0.5,10,66,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
42,5,6,2.16,1.46,0,0,2,0,12.7,1,0.5,15,58,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
42,5,6,2.16,1.46,0,0,2,0,12.7,1,0.5,20,52,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
42,5,6,2.16,1.46,0,0,1,0,22,1,0.7,0.5,148,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
42,5,6,2.16,1.46,0,0,1,0,22,1,0.7,1,136,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
42,5,6,2.16,1.46,0,0,1,0,22,1,0.7,2,123,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
42,5,6,2.16,1.46,0,0,1,0,22,1,0.7,5,113,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
42,5,6,2.16,1.46,0,0,1,0,22,1,0.7,10,102,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
42,5,6,2.16,1.46,0,0,1,0,22,1,0.7,20,97,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
42,5,6,2.16,1.46,0,0,1,0,22,1,0.7,30,94,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
42,5,6,2.16,1.46,0,0,2,0,21.1,1,1,1,129.2,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
42,5,6,2.16,1.46,0,0,2,0,21.1,1,1,1.5,115.1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
42,5,6,2.16,1.46,0,0,2,0,21.1,1,1,3,102.3,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
42,5,6,2.16,1.46,0,0,2,0,21.1,1,1,5,92,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
42,5,6,2.16,1.46,0,0,2,0,21.1,1,1,10,73.8,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
42,5,6,2.16,1.46,0,0,1,0,6.64,1,1,0.1,226.1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
42,5,6,2.16,1.46,0,0,1,0,6.64,1,1,0.2,150.7,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
42,5,6,2.16,1.46,0,0,1,0,6.64,1,1,0.3,133.8,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
42,5,6,2.16,1.46,0,0,1,0,6.64,1,1,0.5,101.5,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
42,5,6,2.16,1.46,0,0,1,0,6.64,1,1,0.6,85.4,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
42,5,6,2.16,1.46,0,0,1,0,6.64,1,1,0.7,75.3,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
42,5,6,2.16,1.46,0,0,1,0,6.64,1,1,1,34.6,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
42,5,6,2.16,1.46,1,1,2,1,115,1,0.7,0.5,225,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
42,5,6,2.16,1.46,1,1,2,1,115,1,0.7,1,214.8,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
42,5,6,2.16,1.46,1,1,2,1,115,1,0.7,2,131,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
42,5,6,2.16,1.46,1,1,2,1,115,1,0.7,3,120,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
42,5,6,2.16,1.46,1,1,2,1,115,1,0.7,4,112,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
42,5,6,2.16,1.46,1,1,2,1,115,1,0.7,5,106,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
42,5,6,2.16,1.46,0,0,2,0,30,3,0.42,1,159,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
42,5,6,2.16,1.46,0,0,2,0,30,3,0.42,2,149,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
42,5,6,2.16,1.46,0,0,2,0,30,3,0.42,3,135,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
42,5,6,2.16,1.46,0,0,2,0,30,3,0.42,5,124,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
42,5,6,2.16,1.46,0,0,2,0,30,3,0.42,10,112,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
42,5,6,2.16,1.46,0,0,2,0,30,3,0.42,20,99,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
42,5,6,2.16,1.46,0,0,2,0,9.28,6,0.5,2,109,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
42,5,6,2.16,1.46,0,0,2,0,9.28,6,0.5,5,100,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
42,5,6,2.16,1.46,0,0,2,0,9.28,6,0.5,10,75,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
42,5,6,2.16,1.46,0,0,2,0,9.28,6,0.5,15,61,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
42,5,6,2.16,1.46,2,2,2,1,10.31,6,0.5,2,132,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
42,5,6,2.16,1.46,2,2,2,1,10.31,6,0.5,5,111,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
42,5,6,2.16,1.46,2,2,2,1,10.31,6,0.5,10,89,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
42,5,6,2.16,1.46,2,2,2,1,10.31,6,0.5,15,66,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
42,5,6,2.16,1.46,2,2,2,1,15.01,6,0.5,2,145,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
42,5,6,2.16,1.46,2,2,2,1,15.01,6,0.5,5,132,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
42,5,6,2.16,1.46,2,2,2,1,15.01,6,0.5,10,111,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
42,5,6,2.16,1.46,2,2,2,1,15.01,6,0.5,15,98,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
42,5,6,2.16,1.46,0,0,1,0,21.1,1,1,1,119,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
42,5,6,2.16,1.46,0,0,1,0,21.1,1,1,1.5,108,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
42,5,6,2.16,1.46,0,0,1,0,21.1,1,1,3,94,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
42,5,6,2.16,1.46,0,0,1,0,21.1,1,1,5,85,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
42,5,6,2.16,1.46,0,0,1,0,21.1,1,1,10,71,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
42,5,6,2.16,1.46,2,2,1,1,70.1,1,0.8,0.75,331,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
42,5,6,2.16,1.46,2,2,1,1,70.1,1,0.8,1,310,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
42,5,6,2.16,1.46,2,2,1,1,70.1,1,0.8,2,247,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
42,5,6,2.16,1.46,2,2,1,1,70.1,1,0.8,3,231,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
42,5,6,2.16,1.46,2,2,1,1,70.1,1,0.8,4,216,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
42,5,6,2.16,1.46,2,2,1,1,70.1,1,0.8,5,206,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
42,5,6,2.16,1.46,2,2,1,1,70.1,1,0.8,10,172,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
42,5,6,2.16,1.46,2,2,1,1,24.8,1,0.8,0.75,103,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
42,5,6,2.16,1.46,0,0,3,0,1.75,1,0.6,2,173,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
42,5,6,2.16,1.46,0,0,3,0,1.75,1,0.6,4,169,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
42,5,6,2.16,1.46,0,0,3,0,1.75,1,0.6,6,146,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
42,5,6,2.16,1.46,0,0,3,0,1.75,1,0.6,8,125,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
42,5,6,2.16,1.46,0,0,3,0,1.75,1,0.6,10,111,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
42,5,6,2.16,1.46,0,0,3,0,1.75,1,0.6,20,102,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
50,5,14,1.96,1.4,0,0,2,0,64.8,2,0.5,1,431.82,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
50,5,14,1.96,1.4,0,0,2,0,64.8,2,0.5,2,398.88,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
50,5,14,1.96,1.4,0,0,2,0,64.8,2,0.5,3,312.18,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
50,5,14,1.96,1.4,0,0,2,0,64.8,2,0.5,5,272,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
50,5,14,1.96,1.4,0,0,2,0,64.8,2,0.5,7,230.7,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
50,5,14,1.96,1.4,0,0,2,0,64.8,2,0.5,8,156.88,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
50,5,14,1.96,1.4,0,0,2,0,64.8,2,0.5,10,126.2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
50,5,14,1.96,1.4,0,0,0,0,27.4,2,0.5,1,112.72,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
50,5,14,1.96,1.4,0,0,0,0,27.4,2,0.5,2,104.95,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
50,5,14,1.96,1.4,0,0,0,0,27.4,2,0.5,3,67.76,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
50,5,14,1.96,1.4,0,0,0,0,27.4,2,0.5,5,67,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
50,5,14,1.96,1.4,0,0,0,0,27.4,2,0.5,7,44.24,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
50,5,14,1.96,1.4,0,0,0,0,27.4,2,0.5,8,35.36,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
50,5,14,1.96,1.4,0,0,0,0,27.4,2,0.5,10,28.8,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
50,5,14,1.96,1.4,0,0,3,0,52.44,2,0.42,1,497,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
50,5,14,1.96,1.4,0,0,3,0,52.44,2,0.42,1.5,471,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
50,5,14,1.96,1.4,0,0,3,0,52.44,2,0.42,2,454,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
50,5,14,1.96,1.4,0,0,3,0,52.44,2,0.42,2.5,437,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
50,5,14,1.96,1.4,0,0,3,0,52.44,2,0.42,3,429,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
50,5,14,1.96,1.4,0,0,3,0,52.44,2,0.42,5,343,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
50,5,14,1.96,1.4,0,0,3,0,25,1,1,1,45.65,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
50,5,14,1.96,1.4,0,0,3,0,25,1,1,1,18.4,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
50,5,14,1.96,1.4,0,0,3,0,25,1,1,1,62.85,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
50,5,14,1.96,1.4,0,0,2,0,42,1,1,1,112,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
50,5,14,1.96,1.4,0,0,2,0,42,1,1,1,19.74,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
50,5,14,1.96,1.4,0,0,2,0,42,1,1,1,89.14,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
50,5,14,1.96,1.4,0,0,4,0,72.4,1,0.8,3,165.2,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
50,5,14,1.96,1.4,0,0,4,0,72.4,1,0.8,3.5,160,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
50,5,14,1.96,1.4,0,0,4,0,72.4,1,0.8,5,131.3,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
50,5,14,1.96,1.4,0,0,4,0,72.4,1,0.8,10,122,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
50,5,14,1.96,1.4,0,0,4,0,72.4,1,0.8,20,108,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
50,5,14,1.96,1.4,0,0,1,0,44.6,2,0.6,1,85.4,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
50,5,14,1.96,1.4,0,0,1,0,44.6,2,0.6,2,47.7,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
50,5,14,1.96,1.4,0,0,1,0,44.6,2,0.6,3,32.5,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
50,5,14,1.96,1.4,0,0,1,0,44.6,2,0.6,4,17,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
50,5,14,1.96,1.4,0,0,1,0,44.6,2,0.6,5,14.8,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
50,5,14,1.96,1.4,2,2,1,3,115,2,0.6,1,565,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
50,5,14,1.96,1.4,2,2,1,3,115,2,0.6,2,367,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
50,5,14,1.96,1.4,2,2,1,3,115,2,0.6,3,288,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
50,5,14,1.96,1.4,2,2,1,3,115,2,0.6,4,232,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
50,5,14,1.96,1.4,2,2,1,3,115,2,0.6,5,195,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
50,5,14,1.96,1.4,0,0,3,0,78.22,2,0.45,0.3,124.79,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
50,5,14,1.96,1.4,0,0,3,0,78.22,2,0.45,0.5,121.18,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
50,5,14,1.96,1.4,0,0,3,0,78.22,2,0.45,1,106.53,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
50,5,14,1.96,1.4,0,0,3,0,78.22,2,0.45,3,77.42,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
50,5,14,1.96,1.4,0,0,3,0,78.22,2,0.45,5,65.32,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
50,5,14,1.96,1.4,0,0,3,0,78.22,2,0.45,10,49.45,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
50,5,14,1.96,1.4,2,2,3,1,41.82,2,0.45,0.3,273.54,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
50,5,14,1.96,1.4,2,2,3,1,41.82,2,0.45,0.5,232.97,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
50,5,14,1.96,1.4,2,2,3,1,41.82,2,0.45,1,201.33,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
50,5,14,1.96,1.4,2,2,3,1,41.82,2,0.45,3,155.62,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
50,5,14,1.96,1.4,2,2,3,1,41.82,2,0.45,5,134.48,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
50,5,14,1.96,1.4,2,2,3,1,41.82,2,0.45,10,101.31,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
74,6,6,1.7,1.5,0,0,3,0,16.64,2,0.6,0.75,241.5,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
74,6,6,1.7,1.5,0,0,3,0,16.64,2,0.6,1,208.13,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
74,6,6,1.7,1.5,0,0,3,0,16.64,2,0.6,2,177.8,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
74,6,6,1.7,1.5,0,0,3,0,16.64,2,0.6,3,167.85,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
74,6,6,1.7,1.5,0,0,3,0,16.64,2,0.6,4,160.06,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
74,6,6,1.7,1.5,0,0,3,0,16.64,2,0.6,5,155.08,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
74,6,6,1.7,1.5,0,0,3,0,16.64,2,0.6,6,150,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
74,6,6,1.7,1.5,0,0,3,0,16.64,2,0.6,7,147.58,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
74,6,6,1.7,1.5,0,0,3,0,16.64,2,0.6,10,139,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
74,6,6,1.7,1.5,0,0,1,0,5.24,3,0.55,1,261.8,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
74,6,6,1.7,1.5,0,0,1,0,5.24,3,0.55,1.5,220.9,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
74,6,6,1.7,1.5,0,0,1,0,5.24,3,0.55,2,163.6,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
74,6,6,1.7,1.5,0,0,1,0,5.24,3,0.55,2.5,86.3,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
74,6,6,1.7,1.5,0,0,1,0,5.24,3,0.55,3,65.4,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
74,6,6,1.7,1.5,0,0,2,0,39.89,1,0.9,0.5,156,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
74,6,6,1.7,1.5,0,0,2,0,39.89,1,0.9,0.8,113.3,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
74,6,6,1.7,1.5,0,0,2,0,39.89,1,0.9,1,95.6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
74,6,6,1.7,1.5,0,0,2,0,39.89,1,0.9,3,74.3,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
74,6,6,1.7,1.5,0,0,2,0,39.89,1,0.9,5,69.6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
