,Z,Period,Group,EN,CR,CM_type,CM_morph,MS2_morph,CP_morph,SSA,C,PW,CD,Cs,Cation_H,Cation_K,Cation_Li,Cation_Na,Anion_OH,Anion_SO4
244,28,4,10,1.91,1.17,0,0,5,0,24.2,2.0,0.55,15.0,1489.0,False,False,True,False,True,False
245,28,4,10,1.91,1.17,0,0,5,0,24.2,2.0,0.55,20.0,1411.0,False,False,True,False,True,False
246,28,4,10,1.91,1.17,0,0,5,0,24.2,2.0,0.55,30.0,1293.0,False,False,True,False,True,False
247,28,4,10,1.91,1.17,0,0,5,0,24.2,2.0,0.55,40.0,1193.0,False,False,True,False,True,False
248,28,4,10,1.91,1.17,0,0,3,0,19.93,6.0,0.55,2.0,1072.6,False,True,False,False,True,False
249,28,4,10,1.91,1.17,0,0,3,0,19.93,6.0,0.55,3.0,912.7,False,True,False,False,True,False
250,28,4,10,1.91,1.17,0,0,3,0,19.93,6.0,0.55,5.0,744.6,False,True,False,False,True,False
251,28,4,10,1.91,1.17,0,0,3,0,19.93,6.0,0.55,7.0,618.5,False,True,False,False,True,False
252,28,4,10,1.91,1.17,0,0,3,0,19.93,6.0,0.55,10.0,480.7,False,True,False,False,True,False
253,28,4,10,1.91,1.17,0,0,3,0,6.31,1.0,0.45,1.0,782.666666666667,False,True,False,False,True,False
254,28,4,10,1.91,1.17,0,0,3,0,6.31,1.0,0.45,2.0,590.444444444444,False,True,False,False,True,False
255,28,4,10,1.91,1.17,0,0,3,0,6.31,1.0,0.45,5.0,408.0,False,True,False,False,True,False
256,28,4,10,1.91,1.17,0,0,3,0,6.31,1.0,0.45,10.0,310.0,False,True,False,False,True,False
257,28,4,10,1.91,1.17,0,0,3,0,6.31,1.0,0.45,20.0,237.333333333333,False,True,False,False,True,False
258,28,4,10,1.91,1.17,0,0,3,0,6.31,1.0,0.45,50.0,168.666666666667,False,True,False,False,True,False
259,28,4,10,1.91,1.17,0,0,0,0,66.5,6.0,0.45,0.5,566.0,False,True,False,False,True,False
260,28,4,10,1.91,1.17,0,0,0,0,66.5,6.0,0.45,1.0,536.9,False,True,False,False,True,False
261,28,4,10,1.91,1.17,0,0,0,0,66.5,6.0,0.45,2.0,382.7,False,True,False,False,True,False
262,28,4,10,1.91,1.17,0,0,0,0,66.5,6.0,0.45,4.0,218.6,False,True,False,False,True,False
263,28,4,10,1.91,1.17,0,0,0,0,66.5,6.0,0.45,6.0,112.9,False,True,False,False,True,False
264,28,4,10,1.91,1.17,0,0,0,0,66.5,6.0,0.45,8.0,47.8,False,True,False,False,True,False
265,28,4,10,1.91,1.17,0,0,0,0,66.5,6.0,0.45,10.0,28.8,False,True,False,False,True,False
266,28,4,10,1.91,1.17,0,0,2,0,11.41,2.0,0.6,1.0,1355.0,False,False,True,False,True,False
267,28,4,10,1.91,1.17,0,0,2,0,11.41,2.0,0.6,2.0,1240.0,False,False,True,False,True,False
268,28,4,10,1.91,1.17,0,0,2,0,11.41,2.0,0.6,5.0,1133.0,False,False,True,False,True,False
269,28,4,10,1.91,1.17,0,0,2,0,11.41,2.0,0.6,10.0,1050.0,False,False,True,False,True,False
270,28,4,10,1.91,1.17,0,0,2,0,11.41,2.0,0.6,15.0,1000.0,False,False,True,False,True,False
271,28,4,10,1.91,1.17,0,0,2,0,11.41,2.0,0.6,20.0,967.0,False,False,True,False,True,False
272,28,4,10,1.91,1.17,0,0,5,0,59.2,6.0,0.55,1.0,1020.2,False,True,False,False,True,False
273,28,4,10,1.91,1.17,0,0,5,0,59.2,6.0,0.55,2.0,821.2,False,True,False,False,True,False
274,28,4,10,1.91,1.17,0,0,5,0,59.2,6.0,0.55,3.0,728.7,False,True,False,False,True,False
275,28,4,10,1.91,1.17,0,0,5,0,59.2,6.0,0.55,5.0,643.6,False,True,False,False,True,False
276,28,4,10,1.91,1.17,0,0,5,0,59.2,6.0,0.55,7.0,601.8,False,True,False,False,True,False
277,28,4,10,1.91,1.17,0,0,5,0,59.2,6.0,0.55,10.0,534.9,False,True,False,False,True,False
278,28,4,10,1.91,1.17,0,0,5,0,12.39,2.0,0.4,2.0,1541.0,False,True,False,False,True,False
279,28,4,10,1.91,1.17,0,0,5,0,12.39,2.0,0.4,3.0,1421.0,False,True,False,False,True,False
280,28,4,10,1.91,1.17,0,0,5,0,12.39,2.0,0.4,4.0,1349.0,False,True,False,False,True,False
281,28,4,10,1.91,1.17,0,0,5,0,12.39,2.0,0.4,8.0,1213.0,False,True,False,False,True,False
282,28,4,10,1.91,1.17,0,0,5,0,12.39,2.0,0.4,10.0,1150.0,False,True,False,False,True,False
283,28,4,10,1.91,1.17,0,0,5,0,12.39,2.0,0.4,20.0,874.0,False,True,False,False,True,False
284,27,4,9,1.88,1.18,0,0,3,0,25.1,2.0,0.4,2.0,485.0,False,True,False,False,True,False
285,27,4,9,1.88,1.18,0,0,3,0,25.1,2.0,0.4,3.0,464.0,False,True,False,False,True,False
286,27,4,9,1.88,1.18,0,0,3,0,25.1,2.0,0.4,4.0,446.0,False,True,False,False,True,False
287,27,4,9,1.88,1.18,0,0,3,0,25.1,2.0,0.4,8.0,375.0,False,True,False,False,True,False
288,27,4,9,1.88,1.18,0,0,3,0,25.1,2.0,0.4,10.0,354.0,False,True,False,False,True,False
289,27,4,9,1.88,1.18,0,0,3,0,25.1,2.0,0.4,20.0,254.0,False,True,False,False,True,False
290,28,4,10,1.91,1.17,2,4,3,2,46.0,6.0,0.5,1.0,1443.0,False,True,False,False,True,False
291,28,4,10,1.91,1.17,2,4,3,2,46.0,6.0,0.5,2.0,1027.0,False,True,False,False,True,False
292,28,4,10,1.91,1.17,2,4,3,2,46.0,6.0,0.5,5.0,729.0,False,True,False,False,True,False
293,28,4,10,1.91,1.17,2,4,3,2,46.0,6.0,0.5,10.0,475.0,False,True,False,False,True,False
294,28,4,10,1.91,1.17,2,4,3,2,46.0,6.0,0.5,20.0,239.0,False,True,False,False,True,False
295,28,4,10,1.91,1.17,2,4,3,2,126.0,6.0,0.5,1.0,1652.0,False,True,False,False,True,False
296,28,4,10,1.91,1.17,2,4,3,2,126.0,6.0,0.5,2.0,1155.0,False,True,False,False,True,False
297,28,4,10,1.91,1.17,2,4,3,2,126.0,6.0,0.5,5.0,926.0,False,True,False,False,True,False
298,28,4,10,1.91,1.17,2,4,3,2,126.0,6.0,0.5,10.0,768.0,False,True,False,False,True,False
299,28,4,10,1.91,1.17,2,4,3,2,126.0,6.0,0.5,20.0,594.0,False,True,False,False,True,False
300,28,4,10,1.91,1.17,2,4,3,2,111.0,6.0,0.5,1.0,1467.0,False,True,False,False,True,False
301,28,4,10,1.91,1.17,2,4,3,2,111.0,6.0,0.5,2.0,1061.0,False,True,False,False,True,False
302,28,4,10,1.91,1.17,2,4,3,2,111.0,6.0,0.5,5.0,864.0,False,True,False,False,True,False
303,28,4,10,1.91,1.17,2,4,3,2,111.0,6.0,0.5,10.0,684.0,False,True,False,False,True,False
304,28,4,10,1.91,1.17,2,4,3,2,111.0,6.0,0.5,20.0,406.0,False,True,False,False,True,False
305,28,4,10,1.91,1.17,2,4,3,2,87.0,6.0,0.5,1.0,1362.0,False,True,False,False,True,False
306,28,4,10,1.91,1.17,2,4,3,2,87.0,6.0,0.5,2.0,968.0,False,True,False,False,True,False
307,28,4,10,1.91,1.17,2,4,3,2,87.0,6.0,0.5,5.0,734.0,False,True,False,False,True,False
308,28,4,10,1.91,1.17,2,4,3,2,87.0,6.0,0.5,10.0,556.0,False,True,False,False,True,False
309,28,4,10,1.91,1.17,2,4,3,2,87.0,6.0,0.5,20.0,345.0,False,True,False,False,True,False
310,28,4,10,1.91,1.17,3,1,3,4,62.55,6.0,0.5,0.5,500.0,False,True,False,False,True,False
311,28,4,10,1.91,1.17,3,1,3,4,62.55,6.0,0.5,1.0,456.0,False,True,False,False,True,False
312,28,4,10,1.91,1.17,3,1,3,4,62.55,6.0,0.5,2.0,408.0,False,True,False,False,True,False
313,28,4,10,1.91,1.17,3,1,3,4,62.55,6.0,0.5,3.0,376.2,False,True,False,False,True,False
314,28,4,10,1.91,1.17,3,1,3,4,62.55,6.0,0.5,5.0,330.0,False,True,False,False,True,False
315,28,4,10,1.91,1.17,0,0,0,0,18.5,6.0,0.4,3.0,834.0,False,True,False,False,True,False
316,28,4,10,1.91,1.17,1,1,2,1,72.6,3.0,0.4,0.4,1168.0,False,True,False,False,True,False
317,28,4,10,1.91,1.17,1,1,2,1,72.6,3.0,0.4,0.8,1074.0,False,True,False,False,True,False
318,28,4,10,1.91,1.17,1,1,2,1,72.6,3.0,0.4,1.0,868.0,False,True,False,False,True,False
319,28,4,10,1.91,1.17,1,1,2,1,72.6,3.0,0.4,2.0,679.0,False,True,False,False,True,False
320,28,4,10,1.91,1.17,1,1,2,1,72.6,3.0,0.4,5.0,582.0,False,True,False,False,True,False
321,28,4,10,1.91,1.17,3,3,4,4,12.048,2.0,0.5,0.5,650.0,False,True,False,False,True,False
322,28,4,10,1.91,1.17,3,3,4,4,12.048,2.0,0.5,1.0,643.0,False,True,False,False,True,False
323,28,4,10,1.91,1.17,3,3,4,4,12.048,2.0,0.5,2.0,614.0,False,True,False,False,True,False
324,28,4,10,1.91,1.17,3,3,4,4,12.048,2.0,0.5,3.0,584.0,False,True,False,False,True,False
325,28,4,10,1.91,1.17,3,3,4,4,12.048,2.0,0.5,4.0,546.0,False,True,False,False,True,False
326,28,4,10,1.91,1.17,3,3,4,4,12.048,2.0,0.5,5.0,509.0,False,True,False,False,True,False
327,28,4,10,1.91,1.17,3,3,4,4,43.478,2.0,0.5,0.5,901.0,False,True,False,False,True,False
328,28,4,10,1.91,1.17,3,3,4,4,43.478,2.0,0.5,1.0,895.0,False,True,False,False,True,False
329,28,4,10,1.91,1.17,3,3,4,4,43.478,2.0,0.5,2.0,848.0,False,True,False,False,True,False
330,28,4,10,1.91,1.17,3,3,4,4,43.478,2.0,0.5,3.0,800.0,False,True,False,False,True,False
331,28,4,10,1.91,1.17,3,3,4,4,43.478,2.0,0.5,4.0,736.0,False,True,False,False,True,False
332,28,4,10,1.91,1.17,3,3,4,4,43.478,2.0,0.5,5.0,672.0,False,True,False,False,True,False
333,28,4,10,1.91,1.17,3,3,4,4,52.204,2.0,0.5,0.5,1573.0,False,True,False,False,True,False
334,28,4,10,1.91,1.17,3,3,4,4,52.204,2.0,0.5,1.0,1430.0,False,True,False,False,True,False
335,28,4,10,1.91,1.17,3,3,4,4,52.204,2.0,0.5,2.0,1251.0,False,True,False,False,True,False
336,28,4,10,1.91,1.17,3,3,4,4,52.204,2.0,0.5,3.0,1128.0,False,True,False,False,True,False
337,28,4,10,1.91,1.17,3,3,4,4,52.204,2.0,0.5,4.0,1024.0,False,True,False,False,True,False
338,28,4,10,1.91,1.17,3,3,4,4,52.204,2.0,0.5,5.0,930.0,False,True,False,False,True,False
339,28,4,10,1.91,1.17,3,3,4,4,37.656,2.0,0.5,0.5,729.0,False,True,False,False,True,False
340,28,4,10,1.91,1.17,3,3,4,4,37.656,2.0,0.5,1.0,678.0,False,True,False,False,True,False
341,28,4,10,1.91,1.17,3,3,4,4,37.656,2.0,0.5,2.0,614.0,False,True,False,False,True,False
342,28,4,10,1.91,1.17,3,3,4,4,37.656,2.0,0.5,3.0,549.0,False,True,False,False,True,False
343,28,4,10,1.91,1.17,3,3,4,4,37.656,2.0,0.5,4.0,478.0,False,True,False,False,True,False
344,28,4,10,1.91,1.17,3,3,4,4,37.656,2.0,0.5,5.0,419.0,False,True,False,False,True,False
345,28,4,10,1.91,1.17,3,3,5,3,18.0,2.0,0.4,1.0,1707.5,False,True,False,False,True,False
346,28,4,10,1.91,1.17,3,3,5,3,18.0,2.0,0.4,10.0,701.25,False,True,False,False,True,False
347,28,4,10,1.91,1.17,3,3,5,3,24.0,2.0,0.4,1.0,1843.25,False,True,False,False,True,False
348,28,4,10,1.91,1.17,3,3,5,3,24.0,2.0,0.4,2.0,1742.75,False,True,False,False,True,False
349,28,4,10,1.91,1.17,3,3,5,3,24.0,2.0,0.4,3.0,1661.0,False,True,False,False,True,False
350,28,4,10,1.91,1.17,3,3,5,3,24.0,2.0,0.4,5.0,1537.0,False,True,False,False,True,False
351,28,4,10,1.91,1.17,3,3,5,3,24.0,2.0,0.4,7.0,1414.25,False,True,False,False,True,False
352,28,4,10,1.91,1.17,3,3,5,3,24.0,2.0,0.4,10.0,1280.25,False,True,False,False,True,False
353,28,4,10,1.91,1.17,3,3,5,3,24.0,2.0,0.4,15.0,1121.5,False,True,False,False,True,False
354,40,5,4,1.33,1.64,0,0,0,0,32.0,2.0,0.65,1.0,813.5,False,True,False,False,True,False
355,40,5,4,1.33,1.64,0,0,0,0,32.0,2.0,0.65,1.0,638.0,False,True,False,False,True,False
356,40,5,4,1.33,1.64,0,0,0,0,32.0,2.0,0.65,1.0,515.0,False,True,False,False,True,False
357,40,5,4,1.33,1.64,2,2,0,1,59.0,2.0,0.65,1.0,1238.0,False,True,False,False,True,False
358,40,5,4,1.33,1.64,2,2,0,1,59.0,2.0,0.65,2.0,784.0,False,True,False,False,True,False
359,40,5,4,1.33,1.64,2,2,0,1,59.0,2.0,0.65,3.0,565.0,False,True,False,False,True,False
360,42,5,6,2.16,1.46,0,0,2,0,12.7,1.0,0.5,1.0,100.0,False,False,False,True,False,True
361,42,5,6,2.16,1.46,0,0,2,0,12.7,1.0,0.5,2.0,89.0,False,False,False,True,False,True
362,42,5,6,2.16,1.46,0,0,2,0,12.7,1.0,0.5,3.0,83.0,False,False,False,True,False,True
363,42,5,6,2.16,1.46,0,0,2,0,12.7,1.0,0.5,5.0,77.0,False,False,False,True,False,True
364,42,5,6,2.16,1.46,0,0,2,0,12.7,1.0,0.5,7.0,72.0,False,False,False,True,False,True
365,42,5,6,2.16,1.46,0,0,2,0,12.7,1.0,0.5,10.0,66.0,False,False,False,True,False,True
366,42,5,6,2.16,1.46,0,0,2,0,12.7,1.0,0.5,15.0,58.0,False,False,False,True,False,True
367,42,5,6,2.16,1.46,0,0,2,0,12.7,1.0,0.5,20.0,52.0,False,False,False,True,False,True
368,42,5,6,2.16,1.46,0,0,2,0,19.5,1.0,0.5,1.0,180.0,False,False,False,True,False,True
369,42,5,6,2.16,1.46,0,0,2,0,19.5,1.0,0.5,2.0,141.0,False,False,False,True,False,True
370,42,5,6,2.16,1.46,0,0,2,0,19.5,1.0,0.5,3.0,130.0,False,False,False,True,False,True
371,42,5,6,2.16,1.46,0,0,2,0,19.5,1.0,0.5,5.0,119.0,False,False,False,True,False,True
372,42,5,6,2.16,1.46,0,0,2,0,19.5,1.0,0.5,7.0,113.0,False,False,False,True,False,True
373,42,5,6,2.16,1.46,0,0,2,0,19.5,1.0,0.5,10.0,105.0,False,False,False,True,False,True
374,42,5,6,2.16,1.46,0,0,2,0,19.5,1.0,0.5,15.0,95.0,False,False,False,True,False,True
375,42,5,6,2.16,1.46,0,0,2,0,19.5,1.0,0.5,20.0,86.0,False,False,False,True,False,True
376,42,5,6,2.16,1.46,0,0,1,0,22.0,1.0,0.7,0.5,148.0,True,False,False,False,False,True
377,42,5,6,2.16,1.46,0,0,1,0,22.0,1.0,0.7,1.0,136.0,True,False,False,False,False,True
378,42,5,6,2.16,1.46,0,0,1,0,22.0,1.0,0.7,2.0,123.0,True,False,False,False,False,True
379,42,5,6,2.16,1.46,0,0,1,0,22.0,1.0,0.7,5.0,113.0,True,False,False,False,False,True
380,42,5,6,2.16,1.46,0,0,1,0,22.0,1.0,0.7,10.0,102.0,True,False,False,False,False,True
381,42,5,6,2.16,1.46,0,0,1,0,22.0,1.0,0.7,20.0,97.0,True,False,False,False,False,True
382,42,5,6,2.16,1.46,0,0,1,0,22.0,1.0,0.7,30.0,94.0,True,False,False,False,False,True
383,42,5,6,2.16,1.46,0,0,2,0,21.1,1.0,1.0,1.0,129.2,False,False,False,True,False,True
384,42,5,6,2.16,1.46,0,0,2,0,21.1,1.0,1.0,1.5,115.1,False,False,False,True,False,True
385,42,5,6,2.16,1.46,0,0,2,0,21.1,1.0,1.0,3.0,102.3,False,False,False,True,False,True
386,42,5,6,2.16,1.46,0,0,2,0,21.1,1.0,1.0,5.0,92.0,False,False,False,True,False,True
387,42,5,6,2.16,1.46,0,0,2,0,21.1,1.0,1.0,10.0,73.8,False,False,False,True,False,True
388,42,5,6,2.16,1.46,0,0,1,0,6.64,1.0,1.0,0.1,226.1,False,False,False,True,False,True
389,42,5,6,2.16,1.46,0,0,1,0,6.64,1.0,1.0,0.2,150.7,False,False,False,True,False,True
390,42,5,6,2.16,1.46,0,0,1,0,6.64,1.0,1.0,0.3,133.8,False,False,False,True,False,True
391,42,5,6,2.16,1.46,0,0,1,0,6.64,1.0,1.0,0.5,101.5,False,False,False,True,False,True
392,42,5,6,2.16,1.46,0,0,1,0,6.64,1.0,1.0,0.6,85.4,False,False,False,True,False,True
393,42,5,6,2.16,1.46,0,0,1,0,6.64,1.0,1.0,0.7,75.3,False,False,False,True,False,True
394,42,5,6,2.16,1.46,0,0,1,0,6.64,1.0,1.0,1.0,34.6,False,False,False,True,False,True
395,42,5,6,2.16,1.46,1,1,2,1,115.0,1.0,0.7,0.5,225.0,False,False,False,True,False,True
396,42,5,6,2.16,1.46,1,1,2,1,115.0,1.0,0.7,1.0,214.8,False,False,False,True,False,True
397,42,5,6,2.16,1.46,1,1,2,1,115.0,1.0,0.7,2.0,131.0,False,False,False,True,False,True
398,42,5,6,2.16,1.46,1,1,2,1,115.0,1.0,0.7,3.0,120.0,False,False,False,True,False,True
399,42,5,6,2.16,1.46,1,1,2,1,115.0,1.0,0.7,4.0,112.0,False,False,False,True,False,True
400,42,5,6,2.16,1.46,1,1,2,1,115.0,1.0,0.7,5.0,106.0,False,False,False,True,False,True
401,42,5,6,2.16,1.46,0,0,2,0,30.0,3.0,0.42,1.0,159.0,False,True,False,False,True,False
402,42,5,6,2.16,1.46,0,0,2,0,30.0,3.0,0.42,2.0,149.0,False,True,False,False,True,False
403,42,5,6,2.16,1.46,0,0,2,0,30.0,3.0,0.42,3.0,135.0,False,True,False,False,True,False
404,42,5,6,2.16,1.46,0,0,2,0,30.0,3.0,0.42,5.0,124.0,False,True,False,False,True,False
405,42,5,6,2.16,1.46,0,0,2,0,30.0,3.0,0.42,10.0,112.0,False,True,False,False,True,False
406,42,5,6,2.16,1.46,0,0,2,0,30.0,3.0,0.42,20.0,99.0,False,True,False,False,True,False
407,42,5,6,2.16,1.46,3,4,2,2,39.4,3.0,0.42,1.0,452.7,False,True,False,False,True,False
408,42,5,6,2.16,1.46,3,4,2,2,39.4,3.0,0.42,2.0,404.3,False,True,False,False,True,False
409,42,5,6,2.16,1.46,3,4,2,2,39.4,3.0,0.42,3.0,395.4,False,True,False,False,True,False
410,42,5,6,2.16,1.46,3,4,2,2,39.4,3.0,0.42,5.0,386.3,False,True,False,False,True,False
411,42,5,6,2.16,1.46,3,4,2,2,39.4,3.0,0.42,10.0,318.1,False,True,False,False,True,False
412,42,5,6,2.16,1.46,3,4,2,2,39.4,3.0,0.42,20.0,272.7,False,True,False,False,True,False
413,42,5,6,2.16,1.46,0,0,2,0,9.28,6.0,0.5,2.0,109.0,False,True,False,False,True,False
414,42,5,6,2.16,1.46,0,0,2,0,9.28,6.0,0.5,5.0,100.0,False,True,False,False,True,False
415,42,5,6,2.16,1.46,0,0,2,0,9.28,6.0,0.5,10.0,75.0,False,True,False,False,True,False
416,42,5,6,2.16,1.46,0,0,2,0,9.28,6.0,0.5,15.0,61.0,False,True,False,False,True,False
417,42,5,6,2.16,1.46,2,2,2,1,10.31,6.0,0.5,2.0,132.0,False,True,False,False,True,False
418,42,5,6,2.16,1.46,2,2,2,1,10.31,6.0,0.5,5.0,111.0,False,True,False,False,True,False
419,42,5,6,2.16,1.46,2,2,2,1,10.31,6.0,0.5,10.0,89.0,False,True,False,False,True,False
420,42,5,6,2.16,1.46,2,2,2,1,10.31,6.0,0.5,15.0,66.0,False,True,False,False,True,False
421,42,5,6,2.16,1.46,2,2,2,1,15.01,6.0,0.5,2.0,145.0,False,True,False,False,True,False
422,42,5,6,2.16,1.46,2,2,2,1,15.01,6.0,0.5,5.0,132.0,False,True,False,False,True,False
423,42,5,6,2.16,1.46,2,2,2,1,15.01,6.0,0.5,10.0,111.0,False,True,False,False,True,False
424,42,5,6,2.16,1.46,2,2,2,1,15.01,6.0,0.5,15.0,98.0,False,True,False,False,True,False
425,42,5,6,2.16,1.46,2,2,2,1,26.07,6.0,0.5,2.0,212.0,False,True,False,False,True,False
426,42,5,6,2.16,1.46,2,2,2,1,26.07,6.0,0.5,5.0,155.0,False,True,False,False,True,False
427,42,5,6,2.16,1.46,2,2,2,1,26.07,6.0,0.5,10.0,133.0,False,True,False,False,True,False
428,42,5,6,2.16,1.46,2,2,2,1,26.07,6.0,0.5,15.0,105.0,False,True,False,False,True,False
429,42,5,6,2.16,1.46,2,2,2,1,13.28,6.0,0.5,2.0,199.0,False,True,False,False,True,False
430,42,5,6,2.16,1.46,2,2,2,1,13.28,6.0,0.5,5.0,136.0,False,True,False,False,True,False
431,42,5,6,2.16,1.46,2,2,2,1,13.28,6.0,0.5,10.0,120.0,False,True,False,False,True,False
432,42,5,6,2.16,1.46,2,2,2,1,13.28,6.0,0.5,15.0,100.0,False,True,False,False,True,False
433,42,5,6,2.16,1.46,0,0,1,0,21.1,1.0,1.0,1.0,119.0,False,False,False,True,False,True
434,42,5,6,2.16,1.46,0,0,1,0,21.1,1.0,1.0,1.5,108.0,False,False,False,True,False,True
435,42,5,6,2.16,1.46,0,0,1,0,21.1,1.0,1.0,3.0,94.0,False,False,False,True,False,True
436,42,5,6,2.16,1.46,0,0,1,0,21.1,1.0,1.0,5.0,85.0,False,False,False,True,False,True
437,42,5,6,2.16,1.46,0,0,1,0,21.1,1.0,1.0,10.0,71.0,False,False,False,True,False,True
438,42,5,6,2.16,1.46,2,2,1,1,70.1,1.0,0.8,0.75,331.0,True,False,False,False,False,True
439,42,5,6,2.16,1.46,2,2,1,1,70.1,1.0,0.8,1.0,310.0,True,False,False,False,False,True
440,42,5,6,2.16,1.46,2,2,1,1,70.1,1.0,0.8,2.0,247.0,True,False,False,False,False,True
441,42,5,6,2.16,1.46,2,2,1,1,70.1,1.0,0.8,3.0,231.0,True,False,False,False,False,True
442,42,5,6,2.16,1.46,2,2,1,1,70.1,1.0,0.8,4.0,216.0,True,False,False,False,False,True
443,42,5,6,2.16,1.46,2,2,1,1,70.1,1.0,0.8,5.0,206.0,True,False,False,False,False,True
444,42,5,6,2.16,1.46,2,2,1,1,70.1,1.0,0.8,10.0,172.0,True,False,False,False,False,True
445,42,5,6,2.16,1.46,2,2,1,1,24.8,1.0,0.8,0.75,103.0,True,False,False,False,False,True
446,42,5,6,2.16,1.46,0,0,3,0,1.75,1.0,0.6,2.0,173.0,False,True,False,False,True,False
447,42,5,6,2.16,1.46,0,0,3,0,1.75,1.0,0.6,4.0,169.0,False,True,False,False,True,False
448,42,5,6,2.16,1.46,0,0,3,0,1.75,1.0,0.6,6.0,146.0,False,True,False,False,True,False
449,42,5,6,2.16,1.46,0,0,3,0,1.75,1.0,0.6,8.0,125.0,False,True,False,False,True,False
450,42,5,6,2.16,1.46,0,0,3,0,1.75,1.0,0.6,10.0,111.0,False,True,False,False,True,False
451,42,5,6,2.16,1.46,0,0,3,0,1.75,1.0,0.6,20.0,102.0,False,True,False,False,True,False
452,50,5,14,1.96,1.4,0,0,2,0,64.8,2.0,0.5,1.0,431.82,False,True,False,False,True,False
453,50,5,14,1.96,1.4,0,0,2,0,64.8,2.0,0.5,2.0,398.88,False,True,False,False,True,False
454,50,5,14,1.96,1.4,0,0,2,0,64.8,2.0,0.5,3.0,312.18,False,True,False,False,True,False
455,50,5,14,1.96,1.4,0,0,2,0,64.8,2.0,0.5,5.0,272.0,False,True,False,False,True,False
456,50,5,14,1.96,1.4,0,0,2,0,64.8,2.0,0.5,7.0,230.7,False,True,False,False,True,False
457,50,5,14,1.96,1.4,0,0,2,0,64.8,2.0,0.5,8.0,156.88,False,True,False,False,True,False
458,50,5,14,1.96,1.4,0,0,2,0,64.8,2.0,0.5,10.0,126.2,False,True,False,False,True,False
459,50,5,14,1.96,1.4,0,0,0,0,27.4,2.0,0.5,1.0,112.72,False,True,False,False,True,False
460,50,5,14,1.96,1.4,0,0,0,0,27.4,2.0,0.5,2.0,104.95,False,True,False,False,True,False
461,50,5,14,1.96,1.4,0,0,0,0,27.4,2.0,0.5,3.0,67.76,False,True,False,False,True,False
462,50,5,14,1.96,1.4,0,0,0,0,27.4,2.0,0.5,5.0,67.0,False,True,False,False,True,False
463,50,5,14,1.96,1.4,0,0,0,0,27.4,2.0,0.5,7.0,44.24,False,True,False,False,True,False
464,50,5,14,1.96,1.4,0,0,0,0,27.4,2.0,0.5,8.0,35.36,False,True,False,False,True,False
465,50,5,14,1.96,1.4,0,0,0,0,27.4,2.0,0.5,10.0,28.8,False,True,False,False,True,False
466,50,5,14,1.96,1.4,0,0,3,0,32.9,2.0,0.5,1.0,390.38,False,True,False,False,True,False
467,50,5,14,1.96,1.4,0,0,3,0,32.9,2.0,0.5,2.0,366.24,False,True,False,False,True,False
468,50,5,14,1.96,1.4,0,0,3,0,32.9,2.0,0.5,3.0,247.2,False,True,False,False,True,False
469,50,5,14,1.96,1.4,0,0,3,0,32.9,2.0,0.5,5.0,240.3,False,True,False,False,True,False
470,50,5,14,1.96,1.4,0,0,3,0,32.9,2.0,0.5,7.0,171.52,False,True,False,False,True,False
471,50,5,14,1.96,1.4,0,0,3,0,32.9,2.0,0.5,8.0,121.04,False,True,False,False,True,False
472,50,5,14,1.96,1.4,0,0,3,0,32.9,2.0,0.5,10.0,100.4,False,True,False,False,True,False
473,50,5,14,1.96,1.4,0,0,1,0,17.5,3.5,0.5,1.0,89.4,False,True,False,False,True,False
474,50,5,14,1.96,1.4,0,0,1,0,17.5,3.5,0.5,2.0,71.3,False,True,False,False,True,False
475,50,5,14,1.96,1.4,0,0,1,0,17.5,3.5,0.5,4.0,64.9,False,True,False,False,True,False
476,50,5,14,1.96,1.4,0,0,1,0,17.5,3.5,0.5,10.0,50.6,False,True,False,False,True,False
477,50,5,14,1.96,1.4,0,0,3,0,52.44,2.0,0.42,1.0,497.0,False,True,False,False,True,False
478,50,5,14,1.96,1.4,0,0,3,0,52.44,2.0,0.42,1.5,471.0,False,True,False,False,True,False
479,50,5,14,1.96,1.4,0,0,3,0,52.44,2.0,0.42,2.0,454.0,False,True,False,False,True,False
480,50,5,14,1.96,1.4,0,0,3,0,52.44,2.0,0.42,2.5,437.0,False,True,False,False,True,False
481,50,5,14,1.96,1.4,0,0,3,0,52.44,2.0,0.42,3.0,429.0,False,True,False,False,True,False
482,50,5,14,1.96,1.4,0,0,3,0,52.44,2.0,0.42,5.0,343.0,False,True,False,False,True,False
483,50,5,14,1.96,1.4,1,4,3,4,64.29,2.0,0.42,1.0,938.0,False,True,False,False,True,False
484,50,5,14,1.96,1.4,1,4,3,4,64.29,2.0,0.42,1.5,906.0,False,True,False,False,True,False
485,50,5,14,1.96,1.4,1,4,3,4,64.29,2.0,0.42,2.0,882.0,False,True,False,False,True,False
486,50,5,14,1.96,1.4,1,4,3,4,64.29,2.0,0.42,2.5,857.0,False,True,False,False,True,False
487,50,5,14,1.96,1.4,1,4,3,4,64.29,2.0,0.42,3.0,803.0,False,True,False,False,True,False
488,50,5,14,1.96,1.4,1,4,3,4,64.29,2.0,0.42,3.5,774.0,False,True,False,False,True,False
489,50,5,14,1.96,1.4,1,4,3,4,64.29,2.0,0.42,4.0,730.0,False,True,False,False,True,False
490,50,5,14,1.96,1.4,1,4,3,4,64.29,2.0,0.42,4.5,704.0,False,True,False,False,True,False
